4.64358861061e+00 3.57238375333e+00 -1.11467509593e+00
5.84057255959e-01 2.98440569083e+00 -2.46964848402e+00
9.22158227945e-01 1.12606946635e-01 3.50699605829e-01
2.27870839345e+00 -1.19956651359e-01 -5.08890628241e+00
5.57709629031e+00 -7.75751551455e-01 -1.15129146111e+00
-1.33695569845e+00 4.78896083230e-01 2.72509287493e+00
-7.84699267768e-01 -2.72541126387e+00 5.17447212222e+00
1.97313378995e+00 1.82374204784e+00 2.00969580624e+00
-2.47732250322e+00 -4.02566042405e+00 2.42239325508e-01
-2.72051015113e+00 4.39128412694e+00 -1.86318667559e+00
4.92752014096e+00 -1.61843701111e+00 3.32073706377e+00
1.29259593339e+00 3.71582472529e+00 2.95018887582e+00
-1.91910384595e+00 -1.48539948336e-01 3.30096404704e+00
1.35399573838e+00 -5.05795119578e+00 3.45420508866e+00
4.10459998187e+00 -3.85628334112e+00 -1.21347779645e+00
-1.33260871817e+00 -4.79089750101e+00 6.21705278097e-01
-6.83344820170e-01 -3.59590332090e+00 -1.67585726658e+00
-3.15830743195e+00 1.34894872536e+00 -1.98958715996e+00
-2.27060936089e+00 4.36058933419e+00 -2.46588902775e+00
1.50940651219e+00 3.17252973510e+00 4.96312365659e+00
2.63167008394e+00 -2.90224504702e+00 -3.95483391158e+00
-2.33196681534e+00 -1.34628082351e+00 5.12677221254e+00
-1.42836143716e+00 -1.35883052745e+00 -5.99614126148e+00
3.03348248805e-01 4.99018202759e+00 2.28326619581e+00
2.25073285333e+00 1.77112588760e+00 1.74229424796e+00
4.14181336606e+00 -3.96008997962e+00 1.45314857013e-02
3.62581642504e+00 -1.95734088232e+00 5.88999258474e-01
-5.45416611812e+00 -2.00464651960e-01 -1.25976648460e+00
2.80603623797e+00 -1.43839616654e+00 -3.00449279664e+00
-2.60058966560e+00 -2.79817634169e+00 -7.42767449542e-02
-4.15496607935e-01 2.10423527336e-01 -4.74109827060e+00
5.40914461841e+00 1.10103882068e+00 -3.48200823438e-01
2.29259686945e+00 -5.17832658743e+00 8.93490877798e-01
-2.17916302691e+00 -4.95377564220e+00 -2.95724174386e+00
1.07888570323e+00 7.58781363415e-01 3.54978934790e+00
-5.62190336903e+00 2.06750434966e+00 -2.02126731857e+00
1.31245618989e+00 4.54833596382e+00 -1.13854114280e+00
-4.42595562425e+00 -1.83816544246e+00 -1.23289962760e+00
-2.24800415871e+00 1.85049250857e+00 3.65473744260e-01
7.14247077585e-01 2.10709719255e+00 -4.35807421238e+00
